Acceleration X,Acceleration Y,Acceleration Z,Label,Cycle,Mean X,Mean Y,Mean Z,Max X,Max Y,Max Z,Standard deviation X,Standard deviation Y,Standard deviation Z,Variance X,Variance Y,Variance Z,RMS X,RMS Y,RMS Z,Peak to peak X,Peak to peak Y,Peak to peak Z
0.919,0.153,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.153,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.153,10.265999999999998,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.96,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.96,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.96,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.652999999999999,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.96,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.45899999999999996,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
0.919,0.306,9.807,none,1,0.919,0.306,9.839125000000001,0.919,0.45899999999999996,10.265999999999998,0.0,0.055303366186497074,0.06961321262418015,0.0,0.0030584623115577883,0.0048459993718593134,0.9189999999999995,0.3109327419233942,9.839370027344241,0.0,0.30599999999999994,0.6129999999999995
